id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
76512,24,70000,MORTGAGE,2,PERSONAL,C,6000,15.23,0,0.09,Y,2
76513,22,107000,MORTGAGE,6,DEBTCONSOLIDATION,D,35000,16.49,1,0.33,Y,3
76514,22,45000,RENT,0,VENTURE,B,9000,11.48,0,0.2,N,4
76515,25,38496,MORTGAGE,7,HOMEIMPROVEMENT,A,8000,6.03,0,0.21,N,3
76516,26,120000,MORTGAGE,0,DEBTCONSOLIDATION,A,6000,,0,0.05,N,2
76517,22,45000,RENT,0,EDUCATION,C,4000,,0,0.09,Y,3
76518,23,66661,MORTGAGE,7,PERSONAL,B,1500,11.49,0,0.02,N,2
76519,23,200000,MORTGAGE,0,EDUCATION,A,5000,7.43,0,0.03,N,2
76520,26,32000,RENT,3,DEBTCONSOLIDATION,A,5000,6.03,0,0.16,N,2
76521,22,34000,RENT,1,VENTURE,C,6500,13.22,1,0.19,N,4
76522,25,36000,OWN,10,MEDICAL,B,11200,9.76,0,0.31,N,2
76523,25,32000,RENT,2,MEDICAL,D,8575,15.62,1,0.27,N,2
76524,26,59000,RENT,2,PERSONAL,B,8500,11.83,0,0.14,N,4
76525,22,78700,RENT,6,VENTURE,C,14000,13.48,0,0.18,Y,3
76526,22,38000,MORTGAGE,6,DEBTCONSOLIDATION,A,4500,5.79,0,0.12,N,3
76527,26,50200,RENT,1,EDUCATION,A,9000,7.66,0,0.18,N,3
76528,26,86000,RENT,4,VENTURE,C,10000,13.49,0,0.12,N,4
76529,24,84000,RENT,1,MEDICAL,A,12000,6.91,0,0.14,N,2
76530,23,48000,MORTGAGE,7,EDUCATION,A,14125,,0,0.29,N,3
76531,23,63402,RENT,3,VENTURE,C,6000,13.22,0,0.09,Y,2
76532,25,100000,RENT,3,EDUCATION,B,12000,9.91,0,0.12,N,2
76533,22,69000,MORTGAGE,6,PERSONAL,C,7800,12.41,0,0.11,N,4
76534,23,120000,MORTGAGE,,PERSONAL,A,10000,,0,0.08,N,2
76535,21,30000,MORTGAGE,6,MEDICAL,A,3000,5.99,0,0.1,N,3
76536,25,60000,RENT,0,DEBTCONSOLIDATION,A,1200,7.66,0,0.02,N,3
76537,26,44000,RENT,5,MEDICAL,C,4600,13.99,1,0.1,N,3
76538,23,42000,MORTGAGE,7,VENTURE,C,12000,15.23,0,0.29,Y,3
76539,25,45996,RENT,3,DEBTCONSOLIDATION,C,11500,12.53,0,0.25,Y,3
76540,24,37000,MORTGAGE,8,MEDICAL,B,10000,10.99,0,0.27,N,3
76541,24,20856,OWN,,PERSONAL,B,10000,10.59,0,0.48,N,3
76542,26,36996,RENT,8,MEDICAL,C,9600,11.97,0,0.26,Y,2
76543,22,89800,MORTGAGE,6,VENTURE,B,20000,12.53,0,0.22,N,3
76544,26,64800,MORTGAGE,5,EDUCATION,B,2000,11.99,0,0.03,N,3
76545,24,60000,MORTGAGE,8,DEBTCONSOLIDATION,C,21000,,0,0.35,Y,3
76546,23,120000,MORTGAGE,7,VENTURE,C,6000,13.06,0,0.05,Y,3
76547,25,21000,RENT,0,VENTURE,B,5175,12.53,0,0.25,N,4
76548,26,60000,MORTGAGE,10,MEDICAL,A,12500,6.92,0,0.21,N,3
76549,24,130000,OWN,8,VENTURE,B,22800,,0,0.18,N,2
76550,23,115000,MORTGAGE,7,EDUCATION,C,10000,14.27,0,0.09,Y,2
76551,23,45000,RENT,2,VENTURE,B,14500,10.36,1,0.32,N,4
76552,22,75600,MORTGAGE,3,EDUCATION,A,10000,,0,0.13,N,4
76553,21,35000,OWN,5,VENTURE,C,6500,13.43,0,0.19,N,4
76554,22,41000,MORTGAGE,6,HOMEIMPROVEMENT,A,7000,7.9,1,0.17,N,2
76555,26,75000,MORTGAGE,9,MEDICAL,C,4000,12.99,0,0.05,Y,2
76556,24,50000,RENT,0,VENTURE,B,7200,11.71,0,0.14,N,2
76557,23,20664,RENT,4,EDUCATION,C,4550,13.72,0,0.22,Y,3
76558,25,61000,OWN,2,PERSONAL,C,15000,14.65,0,0.25,N,2
76559,26,77368,RENT,1,VENTURE,B,15000,10,0,0.19,N,3
76560,26,74000,MORTGAGE,10,EDUCATION,B,4475,9.99,0,0.06,N,2
76561,23,72000,RENT,5,DEBTCONSOLIDATION,D,3000,16.89,1,0.04,Y,4
76562,24,54400,RENT,4,MEDICAL,B,2500,11.14,1,0.04,N,2
76563,25,19200,RENT,3,MEDICAL,B,5000,10.99,1,0.26,N,2
76564,25,35364,RENT,0,VENTURE,A,10000,9.32,0,0.28,N,4
76565,23,26400,RENT,7,EDUCATION,A,3800,7.9,0,0.14,N,2
76566,26,35000,MORTGAGE,10,MEDICAL,A,6000,7.51,0,0.17,N,3
76567,22,55000,MORTGAGE,7,MEDICAL,B,13500,9.67,0,0.25,N,4
76568,23,51000,MORTGAGE,6,DEBTCONSOLIDATION,D,17500,14.09,1,0.34,Y,2
76569,26,59000,RENT,2,PERSONAL,E,18000,16,1,0.31,Y,2
76570,25,154000,MORTGAGE,4,PERSONAL,A,12225,7.49,0,0.08,N,4
76571,23,24000,RENT,1,VENTURE,B,14075,,1,0.59,N,4
76572,24,200000,RENT,8,VENTURE,B,12000,12.69,0,0.06,N,2
76573,24,25344,MORTGAGE,5,MEDICAL,D,4000,16.49,1,0.16,Y,3
76574,21,192000,MORTGAGE,0,EDUCATION,A,20000,6.54,0,0.1,N,2
76575,25,175000,RENT,4,HOMEIMPROVEMENT,D,10000,15.05,0,0.06,N,3
76576,24,40000,RENT,0,MEDICAL,B,3600,10.59,0,0.09,N,4
76577,23,140000,RENT,7,VENTURE,A,9000,7.14,0,0.06,N,2
76578,23,58650,MORTGAGE,7,MEDICAL,A,5000,8.59,1,0.07,N,4
76579,23,60000,RENT,8,VENTURE,B,3600,9.99,0,0.06,N,3
76580,23,61498,MORTGAGE,5,MEDICAL,B,5000,11.36,0,0.08,N,3
76581,21,30000,RENT,0,MEDICAL,B,1000,10.99,0,0.03,N,2
76582,24,133000,RENT,5,HOMEIMPROVEMENT,B,17400,11.71,0,0.13,N,3
76583,23,52000,RENT,5,EDUCATION,C,8000,13.22,0,0.15,Y,4
76584,23,90000,MORTGAGE,1,EDUCATION,B,12000,12.18,0,0.13,N,4
76585,21,15000,RENT,4,VENTURE,D,2200,,0,0.15,N,4
76586,23,48500,RENT,5,MEDICAL,A,3850,8.49,0,0.08,N,2
76587,21,26400,RENT,5,PERSONAL,C,4750,12.23,0,0.18,N,3
76588,26,80000,MORTGAGE,10,HOMEIMPROVEMENT,D,15000,16.07,0,0.19,Y,2
76589,26,60000,MORTGAGE,7,DEBTCONSOLIDATION,A,16000,7.9,0,0.27,N,3
76590,21,68004,MORTGAGE,5,DEBTCONSOLIDATION,B,16000,11.26,0,0.24,N,3
76591,22,23000,RENT,6,MEDICAL,C,4850,14.27,0,0.21,Y,3
76592,23,36000,RENT,3,EDUCATION,B,7000,9.99,0,0.19,N,3
76593,23,90000,RENT,4,DEBTCONSOLIDATION,C,13000,12.73,0,0.14,N,2
76594,22,24605,OWN,3,EDUCATION,C,10000,,0,0.41,N,4
76595,24,75000,RENT,2,VENTURE,B,2000,9.99,0,0.03,N,4
76596,26,140000,MORTGAGE,10,VENTURE,B,24250,12.53,0,0.17,N,4
76597,23,28000,OWN,1,EDUCATION,C,7500,,0,0.27,N,4
76598,23,24000,RENT,2,MEDICAL,B,2800,11.49,1,0.12,N,3
76599,25,83004,MORTGAGE,9,DEBTCONSOLIDATION,A,5000,6.76,0,0.06,N,3
76600,24,75000,RENT,0,EDUCATION,A,12000,6.62,0,0.16,N,3
76601,22,48000,MORTGAGE,7,EDUCATION,B,6500,10.62,0,0.14,N,2
76602,25,19000,OWN,3,VENTURE,A,4000,7.4,1,0.21,N,4
76603,22,18000,RENT,0,PERSONAL,B,3600,,1,0.2,N,2
76604,22,42000,MORTGAGE,,DEBTCONSOLIDATION,A,3200,7.9,1,0.08,N,3
76605,24,127000,MORTGAGE,3,HOMEIMPROVEMENT,D,12000,15.05,0,0.09,Y,3
76606,25,34800,RENT,9,MEDICAL,D,5600,16.77,1,0.16,N,4
76607,21,14400,RENT,2,PERSONAL,D,1825,15.62,1,0.13,Y,2
76608,21,68000,RENT,3,MEDICAL,C,3000,11.78,0,0.04,Y,4
76609,24,28800,RENT,5,PERSONAL,A,8000,,0,0.28,N,3
76610,25,100000,MORTGAGE,9,EDUCATION,A,12000,8.94,0,0.12,N,4
76611,21,24000,RENT,,MEDICAL,C,10000,13.48,1,0.42,N,2
76612,25,50004,RENT,3,PERSONAL,D,12000,15.31,0,0.24,Y,3
76613,23,116000,RENT,7,EDUCATION,A,11000,8.94,0,0.09,N,2
76614,26,48000,RENT,5,DEBTCONSOLIDATION,F,25000,18.43,1,0.52,N,3
76615,23,80000,MORTGAGE,7,MEDICAL,A,10000,7.74,0,0.13,N,2
76616,22,27000,RENT,3,DEBTCONSOLIDATION,A,2800,7.51,1,0.1,N,3
76617,26,22406,RENT,5,HOMEIMPROVEMENT,A,2500,6.76,1,0.11,N,2
76618,23,57700,MORTGAGE,7,PERSONAL,B,3500,10.65,0,0.06,N,2
76619,22,30000,RENT,,PERSONAL,D,6400,15.99,1,0.21,N,4
76620,23,30000,MORTGAGE,4,MEDICAL,D,4000,16.32,1,0.13,N,2
76621,22,24449,OWN,2,VENTURE,B,1800,11.89,0,0.07,N,4
76622,23,62471,MORTGAGE,,PERSONAL,A,12000,6.91,0,0.19,N,4
76623,22,69528,RENT,6,VENTURE,C,6000,12.99,0,0.09,N,3
76624,22,36000,RENT,1,VENTURE,A,6000,7.51,0,0.17,N,4
76625,25,48000,RENT,1,EDUCATION,A,3000,9.32,1,0.06,N,4
76626,25,60000,MORTGAGE,2,EDUCATION,B,10000,12.21,0,0.17,N,3
76627,25,64000,RENT,7,EDUCATION,D,8000,15.28,1,0.13,N,4
76628,25,34000,MORTGAGE,9,MEDICAL,A,2000,7.66,1,0.06,N,4
76629,21,24000,RENT,5,VENTURE,B,2000,11.14,0,0.08,N,4
76630,22,24000,OWN,1,EDUCATION,C,6000,12.68,0,0.25,N,4
76631,22,32000,RENT,7,MEDICAL,C,14000,12.23,1,0.44,N,3
76632,25,22000,OWN,0,PERSONAL,E,7500,,0,0.34,N,3
76633,23,45000,RENT,4,EDUCATION,C,4800,13.98,0,0.11,N,3
76634,24,95000,RENT,8,EDUCATION,A,6500,8.49,0,0.07,N,4
76635,22,50000,RENT,1,VENTURE,A,7500,8.32,0,0.15,N,2
76636,22,42996,RENT,3,PERSONAL,C,4800,11.03,0,0.11,Y,4
76637,23,19250,RENT,1,HOMEIMPROVEMENT,E,6250,16.82,1,0.32,N,2
76638,23,44400,RENT,0,VENTURE,B,1500,11.63,0,0.03,N,4
76639,26,53000,MORTGAGE,9,VENTURE,A,8000,7.88,0,0.15,N,3
76640,25,68000,RENT,1,EDUCATION,C,10000,14.26,0,0.15,Y,2
76641,23,70560,RENT,1,VENTURE,A,9600,7.9,0,0.14,N,4
76642,24,37200,RENT,8,DEBTCONSOLIDATION,A,7200,7.9,0,0.19,N,4
76643,25,39000,RENT,6,EDUCATION,D,16000,15.65,1,0.41,N,2
76644,23,49000,MORTGAGE,7,DEBTCONSOLIDATION,A,2400,7.66,0,0.05,N,3
76645,23,90000,MORTGAGE,5,DEBTCONSOLIDATION,B,6000,11.89,0,0.07,N,4
76646,24,98000,MORTGAGE,0,DEBTCONSOLIDATION,D,13200,15.28,1,0.13,Y,3
76647,24,102000,MORTGAGE,6,VENTURE,B,9800,10.36,0,0.1,N,4
76648,22,26400,MORTGAGE,2,VENTURE,B,4400,11.49,0,0.17,N,3
76649,24,70000,RENT,2,EDUCATION,B,13000,10,0,0.19,N,2
76650,26,53826,MORTGAGE,10,HOMEIMPROVEMENT,C,8500,14.79,1,0.16,N,2
76651,23,120000,MORTGAGE,5,VENTURE,B,6000,9.99,0,0.05,N,3
76652,22,49000,MORTGAGE,6,VENTURE,A,2400,5.79,0,0.05,N,3
76653,25,19200,RENT,5,HOMEIMPROVEMENT,B,4000,,1,0.21,N,3
76654,24,96000,RENT,6,VENTURE,B,7000,9.91,0,0.07,N,3
76655,25,31000,RENT,2,DEBTCONSOLIDATION,A,1800,8.32,0,0.06,N,2
76656,24,100000,RENT,6,VENTURE,A,11000,5.42,0,0.11,N,2
76657,23,40000,RENT,1,VENTURE,B,15000,11.71,1,0.38,N,3
76658,23,70000,MORTGAGE,5,PERSONAL,B,20000,12.21,0,0.29,N,2
76659,23,100000,MORTGAGE,7,PERSONAL,B,10000,10.59,0,0.1,N,4
76660,23,78300,MORTGAGE,0,PERSONAL,E,15000,16.82,0,0.19,Y,3
76661,26,45000,RENT,3,MEDICAL,A,6000,7.49,0,0.13,N,3
76662,24,85000,MORTGAGE,2,EDUCATION,C,7500,13.99,0,0.09,Y,4
76663,26,45000,MORTGAGE,9,PERSONAL,D,10000,16.89,0,0.22,N,3
76664,22,36000,RENT,1,EDUCATION,C,5000,12.68,1,0.14,N,4
76665,25,109000,MORTGAGE,5,PERSONAL,B,15000,10.25,0,0.14,N,2
76666,22,36000,RENT,6,EDUCATION,B,4000,,0,0.11,N,2
76667,26,31836,RENT,1,EDUCATION,C,6400,14.35,0,0.2,N,4
76668,22,54000,RENT,2,MEDICAL,D,7000,14.96,1,0.13,Y,2
76669,23,73426,MORTGAGE,0,DEBTCONSOLIDATION,C,7500,,0,0.1,Y,2
76670,24,66300,RENT,4,MEDICAL,D,30000,,1,0.38,N,3
76671,25,49963,MORTGAGE,9,MEDICAL,B,2100,11.49,1,0.04,N,3
76672,22,60350,RENT,1,MEDICAL,D,25000,15.95,1,0.35,N,4
76673,22,60000,MORTGAGE,6,EDUCATION,A,11200,5.79,0,0.19,N,4
76674,25,50000,MORTGAGE,0,VENTURE,A,2600,6.03,0,0.05,N,3
76675,24,60000,MORTGAGE,0,DEBTCONSOLIDATION,B,8500,10.59,0,0.14,N,4
76676,24,95000,MORTGAGE,7,DEBTCONSOLIDATION,B,15000,12.69,0,0.16,N,3
76677,22,60000,MORTGAGE,6,MEDICAL,A,6125,6.17,0,0.1,N,2
76678,24,75000,RENT,4,VENTURE,A,10000,6.62,0,0.13,N,2
76679,22,75000,MORTGAGE,4,VENTURE,A,9000,6.99,0,0.12,N,3
76680,22,37000,RENT,,DEBTCONSOLIDATION,B,10000,,0,0.27,N,2
76681,24,54000,RENT,6,DEBTCONSOLIDATION,A,5500,8.07,0,0.1,N,3
76682,25,102000,MORTGAGE,4,MEDICAL,B,25000,10.99,1,0.21,N,2
76683,22,61000,MORTGAGE,6,MEDICAL,C,12000,13.49,0,0.2,N,4
76684,23,44000,MORTGAGE,0,VENTURE,A,5500,6.17,0,0.13,N,4
76685,25,105000,MORTGAGE,6,VENTURE,D,6500,13.87,0,0.06,Y,3
76686,22,72000,OWN,1,VENTURE,B,15000,10.25,0,0.21,N,4
76687,24,30000,RENT,8,MEDICAL,B,8000,9.25,0,0.27,N,2
76688,24,29000,RENT,4,MEDICAL,D,14400,15.7,1,0.5,N,4
76689,23,21360,RENT,0,MEDICAL,A,7500,7.14,1,0.35,N,4
76690,26,36000,RENT,,MEDICAL,A,5400,8.9,0,0.15,N,4
76691,25,75600,MORTGAGE,2,DEBTCONSOLIDATION,A,14500,9.63,0,0.19,N,3
76692,26,108000,RENT,2,PERSONAL,D,25000,15.05,1,0.23,N,2
76693,25,49600,RENT,9,MEDICAL,A,12000,7.14,0,0.24,N,3
76694,26,52000,MORTGAGE,6,PERSONAL,B,3300,10.99,0,0.06,N,2
76695,23,43949,RENT,7,MEDICAL,B,3000,11.49,0,0.07,N,2
76696,26,40000,RENT,2,MEDICAL,A,12000,7.51,0,0.3,N,2
76697,24,60000,RENT,4,EDUCATION,A,12000,8.9,0,0.2,N,3
76698,26,50000,MORTGAGE,0,EDUCATION,A,10000,7.74,0,0.2,N,2
76699,23,38004,RENT,2,EDUCATION,A,4500,7.88,0,0.12,N,3
76700,23,70000,RENT,1,MEDICAL,B,17000,8.88,0,0.24,N,4
76701,22,48000,MORTGAGE,6,MEDICAL,A,5000,7.88,0,0.1,N,2
76702,23,24000,RENT,1,VENTURE,B,5500,10.99,0,0.23,N,4
76703,23,60000,MORTGAGE,8,DEBTCONSOLIDATION,B,10000,,0,0.17,N,3
76704,22,34500,RENT,2,DEBTCONSOLIDATION,D,5000,16.89,1,0.14,Y,2
76705,24,120000,MORTGAGE,0,PERSONAL,A,16000,9.63,0,0.13,N,2
76706,24,80400,MORTGAGE,5,PERSONAL,A,12000,5.79,0,0.15,N,2
76707,25,27600,RENT,,HOMEIMPROVEMENT,B,3500,10.99,1,0.13,N,4
76708,23,50000,MORTGAGE,7,DEBTCONSOLIDATION,F,13750,18.43,1,0.28,N,3
76709,22,35000,RENT,1,EDUCATION,C,2400,,0,0.07,Y,4
76710,23,126000,RENT,0,MEDICAL,C,8000,13.23,0,0.06,N,2
76711,21,20004,RENT,2,DEBTCONSOLIDATION,B,3000,10.37,0,0.15,N,4
76712,22,160000,RENT,6,PERSONAL,A,20000,7.49,0,0.13,N,3
76713,22,46000,RENT,3,PERSONAL,B,12000,11.71,0,0.26,N,4
76714,26,40000,OWN,0,EDUCATION,B,15000,9.64,0,0.38,N,4
76715,25,40000,RENT,9,EDUCATION,D,5600,14.61,0,0.14,N,2
76716,23,75800,RENT,0,EDUCATION,A,7000,6.54,0,0.09,N,4
76717,22,43000,RENT,5,VENTURE,B,2400,10.99,0,0.06,N,3
76718,25,55000,RENT,0,DEBTCONSOLIDATION,B,6000,10.65,0,0.11,N,2
76719,26,60000,RENT,0,VENTURE,A,5000,7.14,0,0.08,N,2
76720,25,30000,RENT,9,VENTURE,D,9000,17.58,0,0.3,N,2
76721,22,52000,RENT,1,MEDICAL,A,5000,6.99,0,0.1,N,2
76722,22,100000,MORTGAGE,6,EDUCATION,B,3000,11.49,0,0.03,N,4
76723,25,90000,MORTGAGE,9,VENTURE,A,20000,6.54,0,0.22,N,3
76724,24,46500,RENT,2,VENTURE,C,8000,15.23,1,0.17,N,2
76725,25,145000,MORTGAGE,3,DEBTCONSOLIDATION,B,25000,11.36,0,0.17,N,3
76726,25,60000,RENT,3,PERSONAL,A,17000,6.91,0,0.28,N,2
76727,21,200000,MORTGAGE,5,EDUCATION,C,16000,14.65,0,0.08,N,2
76728,25,79000,MORTGAGE,0,PERSONAL,A,9000,6.76,0,0.11,N,4
76729,24,120000,MORTGAGE,1,EDUCATION,D,25000,13.99,0,0.21,N,4
76730,24,47000,RENT,8,VENTURE,A,7000,6.62,0,0.15,N,4
76731,26,50000,RENT,0,HOMEIMPROVEMENT,B,13000,,0,0.26,N,4
76732,22,37200,RENT,6,MEDICAL,B,10000,,1,0.27,N,3
76733,23,47000,MORTGAGE,7,EDUCATION,C,13850,12.68,0,0.29,Y,2
76734,24,72000,RENT,8,MEDICAL,A,14000,7.9,0,0.19,N,2
76735,23,45000,MORTGAGE,4,VENTURE,C,8650,14.27,0,0.19,N,3
76736,25,61200,MORTGAGE,1,PERSONAL,A,5650,7.66,0,0.09,N,2
76737,25,34000,MORTGAGE,1,DEBTCONSOLIDATION,B,10000,11.26,0,0.29,N,3
76738,23,22800,RENT,5,DEBTCONSOLIDATION,A,1775,6.99,0,0.08,N,2
76739,23,28000,RENT,0,MEDICAL,A,6000,9.63,0,0.21,N,4
76740,24,45000,RENT,0,EDUCATION,D,4000,15.99,1,0.09,Y,3
76741,24,44000,MORTGAGE,2,DEBTCONSOLIDATION,D,25000,15.58,1,0.57,Y,3
76742,21,40800,RENT,3,MEDICAL,D,12000,15.21,1,0.29,N,2
76743,26,75000,MORTGAGE,4,EDUCATION,A,12000,6.92,0,0.16,N,4
76744,23,33195,RENT,5,MEDICAL,B,1800,11.99,0,0.05,N,3
76745,26,90000,RENT,0,PERSONAL,B,5525,11.36,0,0.06,N,4
76746,25,24996,RENT,3,DEBTCONSOLIDATION,C,7500,12.98,0,0.3,N,2
76747,23,21000,OWN,,VENTURE,C,3825,14.65,0,0.18,N,4
76748,23,74800,RENT,1,MEDICAL,E,20000,17.04,1,0.23,Y,3
76749,23,168600,RENT,3,MEDICAL,B,20000,11.58,0,0.12,N,4
76750,24,43000,MORTGAGE,8,DEBTCONSOLIDATION,D,10000,16.89,1,0.23,N,4
76751,25,28128,RENT,2,VENTURE,D,7500,15.33,1,0.27,N,3
76752,24,64151,RENT,0,EDUCATION,B,5000,11.86,0,0.08,N,4
76753,24,44000,RENT,0,PERSONAL,A,2000,8,1,0.05,N,3
76754,22,105500,RENT,6,EDUCATION,B,6000,11.99,0,0.06,N,4
76755,23,90096,MORTGAGE,0,EDUCATION,C,10150,11.97,0,0.11,N,3
76756,25,306000,RENT,2,PERSONAL,C,24250,13.85,0,0.08,N,4
76757,23,49000,MORTGAGE,7,DEBTCONSOLIDATION,D,5000,15.21,1,0.1,Y,3
76758,23,91000,MORTGAGE,3,EDUCATION,B,12000,,0,0.13,N,4
76759,26,53000,RENT,4,VENTURE,B,6800,9.91,0,0.13,N,3
76760,25,49200,MORTGAGE,2,EDUCATION,B,6000,10,0,0.12,N,4
76761,23,38000,MORTGAGE,5,MEDICAL,A,5400,7.9,0,0.14,N,4
76762,22,54000,RENT,5,HOMEIMPROVEMENT,D,3200,16.49,1,0.06,N,2
76763,23,75000,RENT,1,MEDICAL,A,6000,6.03,0,0.08,N,3
76764,26,120000,RENT,10,DEBTCONSOLIDATION,B,6000,9.88,0,0.05,N,4
76765,23,100000,MORTGAGE,0,EDUCATION,A,11000,8.49,0,0.11,N,3
76766,23,106000,MORTGAGE,7,EDUCATION,A,10000,7.14,0,0.09,N,3
76767,24,57000,MORTGAGE,0,DEBTCONSOLIDATION,B,2400,12.69,0,0.04,N,4
76768,24,33321,OWN,4,VENTURE,C,12250,13.11,0,0.37,Y,4
76769,21,28800,RENT,5,DEBTCONSOLIDATION,B,8000,9.88,0,0.28,N,2
76770,24,50400,RENT,8,DEBTCONSOLIDATION,A,1500,,0,0.03,N,2
76771,23,74000,RENT,3,MEDICAL,B,25000,10.36,1,0.34,N,2
76772,25,54000,MORTGAGE,5,HOMEIMPROVEMENT,B,5100,9.62,0,0.09,N,4
76773,25,59000,OWN,6,MEDICAL,A,5000,6.17,0,0.08,N,2
76774,24,40000,OWN,7,VENTURE,C,2000,12.53,0,0.05,N,4
76775,23,75000,MORTGAGE,7,VENTURE,A,10200,6.03,0,0.14,N,3
76776,25,40000,RENT,1,VENTURE,B,6500,11.89,0,0.16,N,3
76777,26,53000,OWN,2,VENTURE,B,2500,9.91,0,0.05,N,2
76778,22,24000,OWN,4,PERSONAL,C,4750,,0,0.2,Y,3
76779,22,24000,RENT,3,PERSONAL,C,1000,12.84,0,0.04,Y,3
76780,23,80796,MORTGAGE,7,DEBTCONSOLIDATION,A,5000,,0,0.06,N,2
76781,23,30000,RENT,3,EDUCATION,B,6000,11.71,0,0.2,N,3
76782,25,49000,RENT,1,PERSONAL,D,12000,13.49,1,0.24,N,4
76783,22,46000,RENT,3,DEBTCONSOLIDATION,B,11000,10.59,0,0.24,N,2
76784,25,46000,RENT,9,PERSONAL,A,7000,8.49,0,0.15,N,2
76785,26,32500,MORTGAGE,8,DEBTCONSOLIDATION,C,3000,13.22,0,0.09,Y,3
76786,24,73440,MORTGAGE,7,HOMEIMPROVEMENT,A,7000,6.99,0,0.1,N,4
76787,26,120000,MORTGAGE,5,VENTURE,B,13000,10.99,0,0.11,N,2
76788,25,66420,MORTGAGE,1,EDUCATION,B,4000,12.18,0,0.06,N,2
76789,22,75000,RENT,2,DEBTCONSOLIDATION,B,21000,10,0,0.28,N,4
76790,21,20000,RENT,2,MEDICAL,C,2500,13.79,0,0.13,Y,4
76791,24,35000,RENT,1,MEDICAL,B,10000,,0,0.29,N,2
76792,22,50000,MORTGAGE,6,VENTURE,C,10000,,0,0.2,Y,3
76793,24,57000,MORTGAGE,5,HOMEIMPROVEMENT,A,8000,5.42,0,0.14,N,4
76794,22,30000,RENT,0,PERSONAL,B,5000,11.49,0,0.17,N,4
76795,24,52000,MORTGAGE,8,VENTURE,B,15000,10,0,0.29,N,4
76796,26,89000,MORTGAGE,10,HOMEIMPROVEMENT,B,8000,10.99,0,0.09,N,3
76797,22,48000,RENT,6,DEBTCONSOLIDATION,A,16500,8.9,1,0.34,N,3
76798,22,77000,MORTGAGE,5,EDUCATION,B,21000,11.48,0,0.27,N,3
76799,25,70000,RENT,8,VENTURE,D,15000,14.42,0,0.21,Y,2
76800,24,98004,RENT,0,VENTURE,D,16000,16.32,1,0.16,Y,4
76801,23,55000,MORTGAGE,4,VENTURE,A,8000,7.49,0,0.15,N,2
76802,23,35976,RENT,3,VENTURE,B,15000,10.25,1,0.42,N,3
76803,24,62900,RENT,1,MEDICAL,D,16800,15.65,1,0.23,N,4
76804,24,72000,MORTGAGE,8,PERSONAL,A,5000,6.03,0,0.07,N,4
76805,24,47000,MORTGAGE,3,MEDICAL,B,12000,12.21,0,0.26,N,3
76806,24,50000,MORTGAGE,8,DEBTCONSOLIDATION,C,3000,13.47,0,0.06,N,3
76807,25,27096,RENT,7,EDUCATION,A,5000,7.9,1,0.18,N,3
76808,23,72000,RENT,4,DEBTCONSOLIDATION,C,10000,13.85,0,0.14,N,3
76809,22,57564,MORTGAGE,6,DEBTCONSOLIDATION,B,21000,11.48,0,0.36,N,3
76810,24,24996,RENT,0,EDUCATION,B,4000,9.45,0,0.16,N,2
76811,23,54000,RENT,1,VENTURE,B,20000,11.83,1,0.37,N,2
76812,25,38400,RENT,5,MEDICAL,B,2200,12.69,0,0.06,N,3
76813,25,72000,MORTGAGE,7,MEDICAL,B,25000,11.89,0,0.35,N,2
76814,22,67807,MORTGAGE,6,EDUCATION,A,6400,7.14,0,0.09,N,3
76815,23,12000,RENT,0,EDUCATION,A,2100,8.94,1,0.17,N,2
76816,24,115154,RENT,8,DEBTCONSOLIDATION,C,3000,14.27,0,0.03,Y,2
76817,23,59000,RENT,8,VENTURE,B,17000,10.25,0,0.29,N,4
76818,23,60000,RENT,7,DEBTCONSOLIDATION,B,25000,10.25,1,0.42,N,2
76819,22,48000,RENT,3,MEDICAL,A,13000,7.88,1,0.27,N,2
76820,22,39996,RENT,3,VENTURE,A,11000,5.79,0,0.28,N,2
76821,24,7800,RENT,1,EDUCATION,B,1000,11.36,0,0.13,N,4
76822,22,54996,RENT,6,EDUCATION,C,2500,14.35,0,0.05,Y,4
76823,24,16800,MORTGAGE,,EDUCATION,A,3900,,1,0.23,N,2
76824,26,53000,MORTGAGE,1,EDUCATION,A,8000,,0,0.15,N,3
76825,23,40000,MORTGAGE,7,DEBTCONSOLIDATION,C,6000,14.79,0,0.15,Y,3
76826,22,54000,MORTGAGE,5,MEDICAL,B,7000,10.65,0,0.13,N,2
76827,21,65000,MORTGAGE,5,EDUCATION,A,10000,6.03,0,0.15,N,3
76828,24,80000,RENT,3,VENTURE,C,20000,13.06,0,0.25,Y,3
76829,26,60000,MORTGAGE,8,HOMEIMPROVEMENT,B,12000,10.65,0,0.2,N,2
76830,24,24000,RENT,0,VENTURE,D,7000,15.62,1,0.29,N,4
76831,22,91800,MORTGAGE,0,MEDICAL,D,16800,15.62,1,0.16,Y,4
76832,24,121000,RENT,8,PERSONAL,A,20000,8.9,0,0.17,N,4
76833,24,50004,OWN,2,VENTURE,B,10000,11.12,0,0.2,N,2
76834,24,145000,MORTGAGE,0,PERSONAL,B,7000,10.99,0,0.05,N,2
76835,21,8088,RENT,,MEDICAL,C,1200,15.23,0,0.15,Y,2
76836,23,35000,MORTGAGE,7,MEDICAL,C,5000,12.98,1,0.14,N,2
